project_ID,longitude,latitude,total_c_to_2011,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8722612510081,34.0,-13.5,,7,0.0,647.762084961,1.0
8722612610716,34.0,-13.5,8509677,4,0.0,647.762084961,1.0
872261239867,34.0,-11.0,13064587.68,13,3.0,647.76171875,1.0
8722612610716,34.0,-11.0,8509677,4,3.0,647.76171875,1.0
872261219802,34.0,-13.366667,9817757.87,16,0.0,647.762084961,1.0
872261289839,34.020709,-11.465558,322189.38,31,0.0,647.76171875,2.0
872261219802,34.02070999,-11.46555674,9817757.87,16,0.0,647.76171875,2.0
872261219944,34.02070999,-11.46555674,9572313.93,5,0.0,647.76171875,2.0
872261239867,34.02070999,-11.46555674,13064587.68,13,0.0,647.76171875,2.0
8722612410004,34.02070999,-11.46555674,3580000,5,0.0,647.76171875,2.0
8722612410555,34.02070999,-11.46555674, $-   ,33,0.0,647.76171875,2.0
8722612610657,34.02070999,-11.46555674, $-   ,8,0.0,647.76171875,2.0
8722612610664,34.02070999,-11.46555674, $-   ,4,0.0,647.76171875,2.0
8722612610803,34.02071,-11.465557,399416.04,5,0.0,647.76171875,2.0
872261259789,34.053218,-11.65304,400000,19,5.0,647.76171875,1.0
8722612610659,34.053218,-11.65304, $-   ,16,5.0,647.76171875,1.0
872261299890,34.05322,-11.65304,22235530.6,28,5.0,647.76171875,1.0
8722611410257,34.082977,-12.804172,,3,0.0,647.761962891,1.0
8722612510084,34.082977,-12.804172,4665000,8,0.0,647.761962891,1.0
8722612610612,34.082977,-12.804172,4593815,10,0.0,647.761962891,1.0
8722612610758,34.082977,-12.804172,20305049,3,0.0,647.761962891,1.0
8722612610789,34.082977,-12.804172,559677.5,1,0.0,647.761962891,1.0
8722612610790,34.082977,-12.804172,598789.5,1,0.0,647.761962891,1.0
872261299890,34.08298,-12.80417,22235530.6,28,0.0,647.761962891,1.0
8722612410555,34.15,-12.566667, $-   ,33,7.0,647.761962891,1.0
872261219858,34.18559,-14.262731,   ,4,7.0,647.762023926,1.0
872261299890,34.18559,-14.26273,22235530.6,28,7.0,647.762023926,1.0
8722612310060,34.18559,-14.262731,3525126.32,32,7.0,647.762023926,1.0
8722612510515,34.18559,-14.262731,420000,3,7.0,647.762023926,1.0
8722612610659,34.18559,-14.262731, $-   ,16,7.0,647.762023926,1.0
872261289839,34.29073,-11.60659,322189.38,31,0.0,647.76171875,2.0
8722612410555,34.29434,-12.92493, $-   ,33,5.0,647.761962891,2.0
872261289839,34.29614,-12.92744,322189.38,31,5.0,647.761962891,2.0
